"cellid","center_x","center_y","slice_id","sample_id","class_label","subclass","label"
2.86799741292929e+34,3279.23600673272,2856.54434057932,"mouse1_slice91","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
6.19057690366594e+34,-5345.91740536655,-2808.56394813074,"mouse1_slice62","mouse1_sample2","Other","Astro","Astro_1"
8.81130801752314e+34,5254.49622877354,-2693.32341626997,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
9.56955222837629e+34,-4009.15561539968,2013.51396673967,"mouse1_slice102","mouse1_sample2","Glutamatergic","L5/6 NP","L56_NP_2"
9.61406716361705e+34,5047.00656916758,-3269.33906464251,"mouse1_slice81","mouse1_sample2","Other","Astro","Astro_1"
1.16547442023273e+35,-4455.26584593965,-3602.43193230214,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
1.18253186065841e+35,6339.35158737274,-2888.26172086858,"mouse1_slice81","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_3"
1.19419513885155e+35,-5981.71283428339,-2657.48041311446,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_3"
1.30556741276849e+35,-2824.93050430116,2216.42654948285,"mouse1_slice102","mouse1_sample2","Other","Astro","Astro_1"
1.36006367556209e+35,4179.70524640093,2029.23279337826,"mouse1_slice91","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
1.66856435298082e+35,-5616.35141060493,-3752.56288329163,"mouse1_slice62","mouse1_sample2","GABAergic","Pvalb","Pvalb_3"
1.8036531547424e+35,5055.94568090577,-3948.64390383667,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_3"
1.87918285284149e+35,-3990.10261392878,2248.76782744079,"mouse1_slice102","mouse1_sample2","Other","Astro","Astro_1"
1.92603179254391e+35,3036.40705083131,1773.67175739938,"mouse1_slice91","mouse1_sample2","Other","Endo","Endo"
2.08439870133204e+35,312.963618243459,-2897.04802323734,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_4"
2.31720504707756e+35,4634.19813687399,2307.7445215427,"mouse1_slice91","mouse1_sample2","Other","SMC","SMC"
2.41168113507342e+35,864.471158720533,-2678.31846842195,"mouse1_slice71","mouse1_sample2","GABAergic","Pvalb","Pvalb_3"
2.4256255910668e+35,NA,NA,"mouse1_slice91","mouse1_sample2","Other","Oligo","Oligo_1"
2.76717730860265e+35,347.773348439235,-2531.0893892111,"mouse1_slice71","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_5"
2.98182356701991e+35,-2349.17375296898,1532.57783764016,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_2"
3.05548038435301e+35,3748.13306392183,2907.75401224371,"mouse1_slice91","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_6"
3.2767918811793e+35,-4062.1966707923,1327.17114994431,"mouse1_slice102","mouse1_sample2","Other","PVM","PVM"
3.28889618137497e+35,-2795.07645485671,2583.31200230626,"mouse1_slice102","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_2"
3.4604387717673e+35,4870.78309957334,3308.05191628319,"mouse1_slice91","mouse1_sample2","Other","Oligo","Oligo_1"
3.76016147286472e+35,6199.56321615224,-3900.42207911274,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_1"
3.82698469034773e+35,2450.08311448965,1895.99416218944,"mouse1_slice91","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_3"
3.93896071874377e+35,1348.75014384036,-3508.22925638708,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_4"
4.25350368740328e+35,1199.08121807736,-2066.38062482287,"mouse1_slice71","mouse1_sample2","Other","Endo","Endo"
4.35693578985091e+35,3298.41218398347,3559.09833066559,"mouse1_slice91","mouse1_sample2","Other","Oligo","Oligo_2"
4.7026837542246e+35,2612.3884662362,1715.35976844617,"mouse1_slice91","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_2"
4.77315925190393e+35,2529.38876898295,1642.78198331119,"mouse1_slice91","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_3"
4.93728484012437e+35,4543.66738839091,-3603.95228853082,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
5.00499083428081e+35,-1163.70981430572,2859.70877666889,"mouse1_slice102","mouse1_sample2","Other","Astro","Astro_1"
5.24899552536923e+35,-4749.35019948152,-4153.96641324954,"mouse1_slice62","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_3"
5.47133927289999e+35,5352.66782612374,-4131.56198343845,"mouse1_slice81","mouse1_sample2","Other","Oligo","Oligo_1"
5.79912278626484e+35,3962.36731095123,2549.2072175371,"mouse1_slice91","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
6.1765173644773e+35,4089.18234300198,2759.09143234696,"mouse1_slice91","mouse1_sample2","GABAergic","Sst","Sst_8"
6.50943855455503e+35,NA,NA,"mouse1_slice91","mouse1_sample2","Other","Endo","Endo"
6.59887851762587e+35,-2692.54285081612,1630.66134668192,"mouse1_slice102","mouse1_sample2","GABAergic","Pvalb","Pvalb_9"
6.61767201938883e+35,-4641.39309581868,-4356.56772719096,"mouse1_slice62","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_5"
6.65826320606613e+35,-3335.26780346236,1859.4921733902,"mouse1_slice102","mouse1_sample2","Glutamatergic","L5/6 NP","L56_NP_2"
6.9542693261132e+35,1160.46117065464,-2539.98153756672,"mouse1_slice71","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
7.13332903337883e+35,4890.27009337464,-3701.38181867352,"mouse1_slice81","mouse1_sample2","Other","PVM","PVM"
7.14890404969914e+35,-4713.19357053054,-4807.84868734056,"mouse1_slice62","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_3"
7.39900016766923e+35,-2393.97774574487,1486.96176915187,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
7.45194674741909e+35,5116.43354286492,3136.07757339669,"mouse1_slice91","mouse1_sample2","Other","VLMC","VLMC"
7.5450058489527e+35,-4530.39204166831,-4278.08745686448,"mouse1_slice62","mouse1_sample2","Other","Peri","Peri"
7.62262054254605e+35,5973.09248605592,-4044.33863895877,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
7.72934759210551e+35,-3259.52142601162,1581.72065522958,"mouse1_slice102","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
7.73712168898635e+35,4918.36873957817,-4352.29284406361,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_2"
7.78479078744115e+35,-3456.10067702004,2469.11468234782,"mouse1_slice102","mouse1_sample2","Other","Oligo","Oligo_1"
7.97745472507667e+35,-5406.49048405091,-3662.27634717773,"mouse1_slice62","mouse1_sample2","Glutamatergic","L5/6 NP","L56_NP_2"
8.04083287060432e+35,5420.32582924592,-4070.44736751893,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 IT Car3","L6_IT_Car3"
8.25406881549089e+35,-2855.365086165,1859.66446672518,"mouse1_slice102","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
8.38562345052329e+35,1567.51567193552,-2989.37232843697,"mouse1_slice71","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
8.3872420268772e+35,3492.46591877603,1243.48319466526,"mouse1_slice91","mouse1_sample2","Other","VLMC","VLMC"
8.57425345687482e+35,-4329.69001967214,-3406.19105205984,"mouse1_slice62","mouse1_sample2","Other","Oligo","Oligo_3"
8.58468184155835e+35,NA,NA,"mouse1_slice71","mouse1_sample2","Other","Endo","Endo"
8.81360224133085e+35,-5580.26051397881,-2843.94451407414,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
8.90143311493607e+35,-4913.32725102338,-2967.10315362446,"mouse1_slice62","mouse1_sample2","GABAergic","Lamp5","Lamp5_3"
8.95541535738999e+35,4184.63252728045,2884.00675644788,"mouse1_slice91","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
9.15637093782484e+35,6218.60928500318,-3568.42063437209,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_7"
9.36237659676325e+35,-5318.35805313635,-4403.98669052271,"mouse1_slice62","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_3"
9.40235291789314e+35,4308.51338476252,-3791.43786734481,"mouse1_slice81","mouse1_sample2","GABAergic","Lamp5","Lamp5_2"
9.51941478986028e+35,4383.69416714565,-4287.67356276503,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_2"
9.53687433289228e+35,-5349.54868097539,-3605.89870336362,"mouse1_slice62","mouse1_sample2","Other","Peri","Peri"
9.59431108897552e+35,-5540.47350154341,-3832.21110305551,"mouse1_slice62","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_4"
9.7006064827207e+35,5011.45155487081,-4295.68231748375,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_1"
9.71436623020164e+35,3822.3280539389,2267.20649434814,"mouse1_slice91","mouse1_sample2","Other","Oligo","Oligo_1"
9.77299877097247e+35,5713.13454513249,-2622.50837603104,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
9.77575845758128e+35,3070.760833033,2606.3641788097,"mouse1_slice91","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
9.77594489686397e+35,NA,NA,"mouse1_slice91","mouse1_sample2","Other","Astro","Astro_1"
9.82301233549738e+35,-2673.88228501042,2093.41245100394,"mouse1_slice102","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_4"
1.01367982583308e+36,4339.27680601379,2069.50056677323,"mouse1_slice91","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
1.01436590135809e+36,1791.98035935326,-2558.92173052867,"mouse1_slice71","mouse1_sample2","Other","Astro","Astro_1"
1.05555861622822e+36,5844.41000676173,-2521.81800834064,"mouse1_slice81","mouse1_sample2","Other","Micro","Micro_1"
1.06458420181584e+36,4644.17808623335,-4035.44749078026,"mouse1_slice81","mouse1_sample2","Other","Endo","Endo"
1.06701962494276e+36,2492.85528520163,2270.87628905581,"mouse1_slice91","mouse1_sample2","GABAergic","Pvalb","Pvalb_2"
1.08882299583699e+36,6097.95466876874,-2514.03440759437,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
1.13246111615221e+36,6159.30012460111,-3133.36662509817,"mouse1_slice81","mouse1_sample2","GABAergic","Pvalb","Pvalb_2"
1.13735601216835e+36,4594.83596596334,-4122.90537964719,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_5"
1.17358317696311e+36,2195.1386218795,-2780.27421200508,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
1.19570552237026e+36,-4988.15060896774,-3214.08621463115,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
1.20157716280201e+36,2671.56328715382,1800.01600325097,"mouse1_slice91","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_3"
1.20314493193164e+36,-5645.78070391339,-2800.29850660153,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
1.20946961802512e+36,6214.55957153947,-3819.12111798492,"mouse1_slice81","mouse1_sample2","Other","Micro","Micro_2"
1.22507661344191e+36,1367.4039074483,-1849.65179207029,"mouse1_slice71","mouse1_sample2","Other","VLMC","VLMC"
1.22718819096021e+36,4093.63297851705,2091.92399807154,"mouse1_slice91","mouse1_sample2","Other","Micro","Micro_1"
1.24133480211914e+36,1942.72994971486,-2410.2888655676,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
1.26994906890171e+36,-2839.70641461397,2382.81583432534,"mouse1_slice102","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_4"
1.27449125090286e+36,4483.42394323194,2641.80998335665,"mouse1_slice91","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
1.29575745047647e+36,NA,NA,"mouse1_slice71","mouse1_sample2","Other","Micro","Micro_1"
1.31068292802226e+36,-5972.73904023888,-2693.62339973366,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
1.32667695603774e+36,309.067094814454,-2305.45655813349,"mouse1_slice71","mouse1_sample2","Glutamatergic","L5/6 NP","L56_NP_2"
1.33293761773772e+36,-2028.49028683518,1787.91024825178,"mouse1_slice102","mouse1_sample2","Other","Micro","Micro_1"
1.33352993575584e+36,-2595.13693961872,3201.96199549667,"mouse1_slice102","mouse1_sample2","Glutamatergic","L6b","L6b_1"
1.34812710921557e+36,870.681447777447,-2911.78782928196,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_2"
1.36094708205717e+36,4699.36358994913,2731.3860655501,"mouse1_slice91","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
1.36485277476681e+36,-4248.68356582479,-3966.03698580614,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
1.39049475092184e+36,-4417.57103001155,-4723.63109398926,"mouse1_slice62","mouse1_sample2","Other","Astro","Astro_1"
1.39730829707541e+36,4568.9080732449,3302.83679893528,"mouse1_slice91","mouse1_sample2","Other","Astro","Astro_1"
1.39821677175386e+36,6146.97914967889,-3421.6681910681,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_4"
1.4102753498862e+36,-3157.4493587582,2836.96843984211,"mouse1_slice102","mouse1_sample2","Other","Oligo","Oligo_2"
1.41202098627331e+36,NA,NA,"mouse1_slice71","mouse1_sample2","Other","Endo","Endo"
1.41291253333788e+36,-2209.84671535775,2438.66320056593,"mouse1_slice102","mouse1_sample2","Other","Astro","Astro_1"
1.42578563650228e+36,-2831.70425683712,1657.5862742977,"mouse1_slice102","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
1.42993034721478e+36,-2219.60133343813,1959.99274182781,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
1.44022191323414e+36,4490.09252450322,2384.6224604703,"mouse1_slice91","mouse1_sample2","Other","Astro","Astro_1"
1.44535649433352e+36,4865.91948046544,-3859.01945784268,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
1.45593908517422e+36,-5962.09983569008,-3861.90531304914,"mouse1_slice62","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
1.45685111678437e+36,NA,NA,"mouse1_slice71","mouse1_sample2","Other","Astro","Astro_1"
1.46502462009963e+36,2254.95493908398,-3548.57474137257,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
1.46987531198857e+36,-4047.4193045837,1316.90888284632,"mouse1_slice102","mouse1_sample2","Other","VLMC","VLMC"
1.49324329325849e+36,-2370.34719688026,1991.37412679859,"mouse1_slice102","mouse1_sample2","Other","Peri","Peri"
1.50186985956065e+36,-5780.33548242969,-2456.65848019353,"mouse1_slice62","mouse1_sample2","Other","OPC","OPC"
1.50479884848906e+36,1295.42274423301,-2614.66465282571,"mouse1_slice71","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_3"
1.50845102558216e+36,757.439650510609,-3179.19342676612,"mouse1_slice71","mouse1_sample2","Other","OPC","OPC"
1.52310994519656e+36,-2831.15995616351,1982.51904264167,"mouse1_slice102","mouse1_sample2","Other","Oligo","Oligo_1"
1.52769928807571e+36,4493.22453977349,2581.80975331879,"mouse1_slice91","mouse1_sample2","GABAergic","Vip","Vip_8"
1.53525389381136e+36,1460.62098670522,-2309.90168399383,"mouse1_slice71","mouse1_sample2","Other","SMC","SMC"
1.55460110055812e+36,2222.54720251628,-3009.57307410744,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
1.56317187609784e+36,-2835.71204003965,1894.605341604,"mouse1_slice102","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
1.57357605004537e+36,-4957.31658661446,-3233.01081788653,"mouse1_slice62","mouse1_sample2","Other","Endo","Endo"
1.57987279705921e+36,4317.08876439639,3156.31073078669,"mouse1_slice91","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
1.601298220309e+36,-1483.77262633473,2367.07670166959,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_3"
1.61680336619051e+36,2107.67566185268,-3861.05752881487,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
1.62065740233403e+36,4546.38500714384,-3829.79528507405,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
1.66261772907077e+36,4695.9682411411,2518.5654201383,"mouse1_slice91","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
1.69465369540488e+36,-2117.52557584461,2970.81965439686,"mouse1_slice102","mouse1_sample2","Other","Endo","Endo"
1.72277053361784e+36,-2850.51764551469,2699.74538529629,"mouse1_slice102","mouse1_sample2","Other","Oligo","Oligo_1"
1.73412837641344e+36,4564.45507485355,-3349.52455850627,"mouse1_slice81","mouse1_sample2","Other","VLMC","VLMC"
1.73731198900426e+36,-3209.13198756159,2571.42014669953,"mouse1_slice102","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
1.74298810121576e+36,-5895.7078273318,-4667.71206500734,"mouse1_slice62","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_4"
1.75550286753029e+36,3320.75348251843,2196.25157498933,"mouse1_slice91","mouse1_sample2","Other","Oligo","Oligo_1"
1.76290095728734e+36,-5761.4520728892,-3180.88809306632,"mouse1_slice62","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
1.81403528349264e+36,804.033302701085,-2824.80596518767,"mouse1_slice71","mouse1_sample2","Other","Oligo","Oligo_1"
1.82094515016298e+36,-1254.5763301637,3019.96346055735,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_2"
1.82138327689429e+36,-5233.89619487803,-3074.98570680285,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
1.84857002529816e+36,-2299.68508616589,2739.76749406525,"mouse1_slice102","mouse1_sample2","Other","PVM","PVM"
1.84910312988895e+36,-2619.66651979529,1687.15492459375,"mouse1_slice102","mouse1_sample2","Other","Astro","Astro_2"
1.87384932583983e+36,130.814334201338,-2506.51273540547,"mouse1_slice71","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_5"
1.87544787017703e+36,5926.2933038525,-3644.07458554448,"mouse1_slice81","mouse1_sample2","Other","Peri","Peri"
1.88837584390451e+36,-1696.22448886457,2741.87420027579,"mouse1_slice102","mouse1_sample2","Other","Peri","Peri"
1.89997300257754e+36,1329.03003795209,-3496.45152622093,"mouse1_slice71","mouse1_sample2","Other","Endo","Endo"
1.9084405153392e+36,5127.26586274474,-3205.2874804154,"mouse1_slice81","mouse1_sample2","Other","Astro","Astro_1"
1.91109320207738e+36,5561.06546904678,-3410.06966189421,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_1"
1.92143624073079e+36,NA,NA,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_2"
1.93306363822181e+36,3386.74912726975,1734.926987139,"mouse1_slice91","mouse1_sample2","Other","Endo","Endo"
1.96530952139436e+36,-5618.83482089133,-4961.41981598674,"mouse1_slice62","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_5"
1.96876834137462e+36,5998.91662579277,-2794.0640704948,"mouse1_slice81","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
1.98627916567732e+36,-3912.03792527713,1907.92031431864,"mouse1_slice102","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_2"
2.03390130481743e+36,-2945.57699353735,3412.09543857602,"mouse1_slice102","mouse1_sample2","Other","Oligo","Oligo_1"
2.03506157669204e+36,-5410.88517732338,-4886.86253102901,"mouse1_slice62","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_4"
2.04078534154962e+36,-2581.46317947905,1581.99700477315,"mouse1_slice102","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_SSp_1"
2.05433811028221e+36,5294.41892507342,-2564.13943829929,"mouse1_slice81","mouse1_sample2","Other","OPC","OPC"
2.06451454278835e+36,-3910.16307792161,2363.25601511103,"mouse1_slice102","mouse1_sample2","Glutamatergic","L6 IT Car3","L6_IT_Car3"
2.07747322129858e+36,-5818.31863398786,-4510.46643518296,"mouse1_slice62","mouse1_sample2","Other","Astro","Astro_1"
2.07940159425823e+36,-3479.23618966699,2364.88688543017,"mouse1_slice102","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_2"
2.08853224560018e+36,5091.23712849604,-4399.92395804482,"mouse1_slice81","mouse1_sample2","GABAergic","Pvalb","Pvalb_5"
2.08892646640517e+36,-5992.87411762231,-3389.89354094487,"mouse1_slice62","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_4"
2.10453620050567e+36,2031.42164327229,-3878.41312059111,"mouse1_slice71","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_3"
2.13114478006609e+36,-4092.05775941568,1662.02576840512,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
2.13871538713299e+36,5939.47026669006,-3221.62830683264,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_4"
2.14245605774597e+36,NA,NA,"mouse1_slice62","mouse1_sample2","Other","Endo","Endo"
2.15272011687307e+36,3711.9812191175,2037.56167469766,"mouse1_slice91","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_5"
2.17304605155268e+36,6199.34894943071,-2822.80839334674,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
2.17562527667673e+36,-4084.91930519545,-4190.61711546173,"mouse1_slice62","mouse1_sample2","Other","VLMC","VLMC"
2.17762906998359e+36,4524.38977791169,-3989.57501525629,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
2.17910830455994e+36,5521.66728520785,-3846.12335764836,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5/6 NP","L56_NP_2"
2.19082064127939e+36,2383.29538455425,-3188.73085136291,"mouse1_slice71","mouse1_sample2","Other","Astro","Astro_1"
2.19225013722021e+36,745.553735023232,-2937.14001633657,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
2.21495771411933e+36,2392.11840079504,1293.7065897623,"mouse1_slice91","mouse1_sample2","Other","VLMC","VLMC"
2.23845893288823e+36,-1638.86942285504,2151.54434052584,"mouse1_slice102","mouse1_sample2","Other","Astro","Astro_1"
2.31373151955806e+36,2976.41347935678,2614.89652555123,"mouse1_slice91","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
2.32413194966661e+36,3339.07165707672,3183.17511714103,"mouse1_slice91","mouse1_sample2","Other","Oligo","Oligo_1"
2.32706556789843e+36,3562.96420596234,1819.4372560586,"mouse1_slice91","mouse1_sample2","GABAergic","Pvalb","Pvalb_4"
2.33074221706047e+36,6573.17688606742,-3882.22619769944,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_3"
2.33646118291049e+36,-2633.78129964416,2605.4795063924,"mouse1_slice102","mouse1_sample2","Other","SMC","SMC"
2.33755943090034e+36,952.435444046786,-3275.71952059867,"mouse1_slice71","mouse1_sample2","Other","Peri","Peri"
2.34097293014244e+36,-2091.37194375693,1740.10259188314,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_3"
2.34876165369473e+36,3085.71349527497,2063.78701552717,"mouse1_slice91","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_2"
2.35737435100037e+36,934.124684556347,-1668.20397911798,"mouse1_slice71","mouse1_sample2","Other","OPC","OPC"
2.36032326354856e+36,NA,NA,"mouse1_slice91","mouse1_sample2","Other","Oligo","Oligo_1"
2.36036878818543e+36,-3179.11092180549,2924.43883078914,"mouse1_slice102","mouse1_sample2","Other","Oligo","Oligo_2"
2.36330505792524e+36,2179.82696868776,-2816.33426223505,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
2.38063138574711e+36,NA,NA,"mouse1_slice71","mouse1_sample2","Other","Endo","Endo"
2.38637582806105e+36,-2003.18305666768,1752.00458828668,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_3"
2.40656181842347e+36,-5924.31799002938,-4159.61903086464,"mouse1_slice62","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
2.41732470564538e+36,5932.7825728587,-3740.28957723619,"mouse1_slice81","mouse1_sample2","Other","PVM","PVM"
2.43632017223573e+36,-2540.65462139647,1678.65399865132,"mouse1_slice102","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_SSp_1"
2.43922833665172e+36,NA,NA,"mouse1_slice91","mouse1_sample2","Other","Astro","Astro_1"
2.44686585657072e+36,5418.25050873166,-3397.50543285678,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_3"
2.4582940503927e+36,-1491.39525244773,3001.53883051154,"mouse1_slice102","mouse1_sample2","Other","OPC","OPC"
2.46231136832373e+36,4681.39917795681,-4351.662006625,"mouse1_slice81","mouse1_sample2","Other","Endo","Endo"
2.47621560355652e+36,966.082407095165,-2234.25371302459,"mouse1_slice71","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_5"
2.50836377553428e+36,-2748.11727812182,1241.18175626354,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
2.51608729133491e+36,-2561.56667518163,1550.21099716129,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
2.52514900610703e+36,5324.35348079421,-4505.81689316563,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_1"
2.59893765213391e+36,-3305.99741331653,2457.41365486255,"mouse1_slice102","mouse1_sample2","Other","Astro","Astro_1"
2.60972765524397e+36,NA,NA,"mouse1_slice81","mouse1_sample2","GABAergic","Pvalb","Pvalb_1"
2.63666588877461e+36,3162.18666703297,2487.61365159082,"mouse1_slice91","mouse1_sample2","Other","Peri","Peri"
2.66193557753884e+36,NA,NA,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
2.70027089521886e+36,783.096464236768,-2263.974234846,"mouse1_slice71","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
2.70216329826754e+36,4345.74974234872,2095.32400429044,"mouse1_slice91","mouse1_sample2","Other","Endo","Endo"
2.70683082116576e+36,-1330.6904305865,2417.42921154692,"mouse1_slice102","mouse1_sample2","Other","VLMC","VLMC"
2.71006227547501e+36,1018.26853285472,-2654.18038922955,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_4"
2.73612162009317e+36,1122.1816093034,-3051.77670837175,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_6"
2.76324495961368e+36,-3647.99246141321,2310.8402601988,"mouse1_slice102","mouse1_sample2","GABAergic","Vip","Vip_7"
2.79324640799554e+36,1032.41322588794,-2828.05151123567,"mouse1_slice71","mouse1_sample2","Other","Endo","Endo"
2.79730011423466e+36,5563.71990108372,-2696.28368287366,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_3"
2.79975482007543e+36,-3533.53208644807,2694.70399001913,"mouse1_slice102","mouse1_sample2","Other","Oligo","Oligo_1"
