"cellid","center_x","center_y","slice_id","sample_id","class_label","subclass","label"
7.94557541233281e+37,1131.24882651148,-3270.59068214942,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 IT Car3","L6_IT_Car3"
7.9456784828491e+37,-3690.6975794845,2326.95792114538,"mouse1_slice102","mouse1_sample2","Other","Peri","Peri"
7.94569303183189e+37,1571.50735991403,-2205.0574581486,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
7.94804470334326e+37,-5483.85697705924,-3807.43583783905,"mouse1_slice62","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_1"
7.94852697813736e+37,-4163.516539346,-4401.70045158285,"mouse1_slice62","mouse1_sample2","Other","Micro","Micro_1"
7.95187091672432e+37,5745.04104845693,-3968.47239822473,"mouse1_slice81","mouse1_sample2","Other","Peri","Peri"
7.95541931092295e+37,-2317.85400767625,1689.06105959867,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_3"
7.95966030415147e+37,2151.72797673612,-2715.71465057168,"mouse1_slice71","mouse1_sample2","Other","OPC","OPC"
7.9605367340033e+37,3505.23559524664,2385.93450523588,"mouse1_slice91","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_4"
7.96648363262441e+37,4408.5278276925,2854.61532732075,"mouse1_slice91","mouse1_sample2","Other","SMC","SMC"
7.96806399544307e+37,-1505.58813448141,2997.58036282441,"mouse1_slice102","mouse1_sample2","Other","OPC","OPC"
7.96835291952310e+37,5636.98451896951,-3192.75931403224,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_2"
7.96842369126897e+37,3030.25539454087,1470.52151919182,"mouse1_slice91","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
7.96853590417471e+37,-4310.54092712588,1524.53190051783,"mouse1_slice102","mouse1_sample2","Other","Endo","Endo"
7.97077086503216e+37,-1844.2271848491,3132.91272947053,"mouse1_slice102","mouse1_sample2","Other","PVM","PVM"
7.97223539062417e+37,-5037.07323733902,-3057.38149237971,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
7.97267909125778e+37,2081.88434821596,-2839.54729562114,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
7.97320719620242e+37,6242.68977726925,-3591.99361553504,"mouse1_slice81","mouse1_sample2","Other","Oligo","Oligo_1"
7.97530320607631e+37,-5657.88944852851,-3151.2105006108,"mouse1_slice62","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
7.97770119462669e+37,-5847.33956592583,-4760.28380620308,"mouse1_slice62","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
7.97773868877988e+37,-2617.46093681994,2644.62781640103,"mouse1_slice102","mouse1_sample2","Glutamatergic","L5/6 NP","L56_NP_2"
7.97914399121995e+37,-1571.31018455483,2251.66349042922,"mouse1_slice102","mouse1_sample2","Other","Astro","Astro_1"
7.98064992977653e+37,4432.16170904935,-4000.61393127264,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_3"
7.98159274539644e+37,NA,NA,"mouse1_slice91","mouse1_sample2","Other","Oligo","Oligo_1"
7.98199589808285e+37,-3008.36613832277,1921.8939801947,"mouse1_slice102","mouse1_sample2","Other","Micro","Micro_1"
7.98261653433884e+37,-4694.52913918263,-4237.10167716987,"mouse1_slice62","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_3"
7.98295364693453e+37,-5454.11832871932,-4578.2714845531,"mouse1_slice62","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_7"
7.98416283551502e+37,-3064.36697580032,1512.70278653401,"mouse1_slice102","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
7.98491575337424e+37,438.678093351124,-3406.53722240217,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
7.98518298025764e+37,NA,NA,"mouse1_slice91","mouse1_sample2","Other","Endo","Endo"
7.98577170588988e+37,447.004951507072,-3103.3978805727,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6b","L6b_1"
7.98592524134208e+37,361.069569892091,-3309.27317679025,"mouse1_slice71","mouse1_sample2","Other","Oligo","Oligo_1"
7.98614431799058e+37,147.79256787941,-2871.74097623259,"mouse1_slice71","mouse1_sample2","Other","OPC","OPC"
7.98642566898015e+37,NA,NA,"mouse1_slice71","mouse1_sample2","Other","Micro","Micro_1"
7.98977445978444e+37,-4012.21291770218,2246.55649423426,"mouse1_slice102","mouse1_sample2","Glutamatergic","L5/6 NP","L56_NP_2"
7.99198798958532e+37,4452.43711328213,-3870.78082637504,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
7.99243191140412e+37,-4384.01800109683,-3413.40992946313,"mouse1_slice62","mouse1_sample2","Other","Micro","Micro_1"
7.99324278799156e+37,3538.00038089394,1733.85322409838,"mouse1_slice91","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
7.99386146917948e+37,-4083.56617036403,2343.83687680634,"mouse1_slice102","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_4"
7.99405252042694e+37,2154.45686881042,-3903.31004675607,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
7.99574846078181e+37,-4715.43772191928,-3431.97401093569,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
7.99609405016733e+37,-2908.43274490739,2544.97645543219,"mouse1_slice102","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_2"
7.99645305346829e+37,768.899803968741,-3379.44916867694,"mouse1_slice71","mouse1_sample2","Other","Astro","Astro_1"
7.99801326044729e+37,NA,NA,"mouse1_slice62","mouse1_sample2","Other","Endo","Endo"
7.99902844296493e+37,5889.75579339178,-2552.98752182748,"mouse1_slice81","mouse1_sample2","Other","Astro","Astro_1"
7.99949078598144e+37,-5916.988145405,-4661.74668021333,"mouse1_slice62","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_5"
8.00078881607911e+37,-5866.49265377228,-3556.05554512791,"mouse1_slice62","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_2"
8.00163957341362e+37,NA,NA,"mouse1_slice81","mouse1_sample2","Other","Micro","Micro_1"
8.00184338027701e+37,-5818.68336129986,-3284.64815204012,"mouse1_slice62","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_3"
8.00313558357794e+37,1717.82178913047,-3137.17610803439,"mouse1_slice71","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_1"
8.00411443946589e+37,4104.05497306043,1829.34952155778,"mouse1_slice91","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
8.00801627292864e+37,3453.70034748052,1854.74309372756,"mouse1_slice91","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
8.00815811616713e+37,5895.24055397911,-2775.19502904667,"mouse1_slice81","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
8.00824925640405e+37,3351.00881439248,3518.36626588896,"mouse1_slice91","mouse1_sample2","Other","Oligo","Oligo_1"
8.00862380091162e+37,-2756.7054133023,2194.28905838894,"mouse1_slice102","mouse1_sample2","Other","Oligo","Oligo_1"
8.00889146196114e+37,5888.06582797815,-4196.56113780851,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
8.00907771444948e+37,4699.76919257851,-3539.89213883379,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
8.01127013875777e+37,2790.37334798751,2304.72074493598,"mouse1_slice91","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_2"
8.01167345447399e+37,1469.08614279911,-3314.74695221257,"mouse1_slice71","mouse1_sample2","Other","Peri","Peri"
8.01398881849841e+37,2425.69515598615,-3286.86266952764,"mouse1_slice71","mouse1_sample2","Other","Endo","Endo"
8.01442369163946e+37,-1734.25001138802,3035.48179881254,"mouse1_slice102","mouse1_sample2","Other","Astro","Astro_1"
8.01485422714706e+37,-4599.67753332796,-4631.15637618361,"mouse1_slice62","mouse1_sample2","Other","Micro","Micro_1"
8.02126379889565e+37,5132.00791954334,-4089.63622396575,"mouse1_slice81","mouse1_sample2","Other","Astro","Astro_1"
8.02225949581432e+37,4793.16772178102,3042.58981945211,"mouse1_slice91","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
8.02391200176072e+37,-2930.94473252129,2988.37547752637,"mouse1_slice102","mouse1_sample2","Other","OPC","OPC"
8.02395429579346e+37,6355.22621542058,-2680.78667956858,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
8.02455149269968e+37,434.721472539367,-3137.59040272117,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6b","L6b_1"
8.02553332511314e+37,1190.31221601277,-2116.3308781327,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
8.02587064944457e+37,-5358.67002993377,-4485.79174874492,"mouse1_slice62","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_3"
8.02633886355927e+37,3006.49645775512,1471.22561641291,"mouse1_slice91","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
8.02688244235135e+37,-2257.31056300261,1798.50396594237,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
8.02741444600305e+37,1056.78039965097,-1890.69444350444,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
8.0302992447951e+37,4898.26469317646,-3105.05686732222,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
8.03146015563251e+37,902.416766016676,-2263.67369955498,"mouse1_slice71","mouse1_sample2","Other","Endo","Endo"
8.03190617760424e+37,-6021.83554051494,-2954.84449221451,"mouse1_slice62","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_4"
8.03279987291357e+37,3897.45078465058,3060.15320895312,"mouse1_slice91","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_1"
8.03372213784195e+37,3245.32708285298,1685.88260458128,"mouse1_slice91","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
8.03423341351209e+37,-3728.9134432912,2651.94213050741,"mouse1_slice102","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_3"
8.03492655158314e+37,1518.80097270163,-2620.77103032797,"mouse1_slice71","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_5"
8.03509592930485e+37,4342.79902657163,-3980.38558505624,"mouse1_slice81","mouse1_sample2","Other","Peri","Peri"
8.03854988877313e+37,4930.52693539756,-4572.63381284636,"mouse1_slice81","mouse1_sample2","Other","Astro","Astro_1"
8.04148161810877e+37,1415.05491050554,-2136.25198381082,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
8.04301620808542e+37,4282.31575655537,2508.5687511887,"mouse1_slice91","mouse1_sample2","GABAergic","Pvalb","Pvalb_4"
8.04451285209570e+37,-3910.09830381962,1462.95643987273,"mouse1_slice102","mouse1_sample2","GABAergic","Vip","Vip_2"
8.04489988155426e+37,5474.27192774482,-3068.81091736278,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
8.04491301849574e+37,-2778.72168091475,1867.24621176141,"mouse1_slice102","mouse1_sample2","Other","Oligo","Oligo_1"
8.04703262159014e+37,-4605.52763459944,-3797.50477833427,"mouse1_slice62","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
8.04725025326328e+37,4655.94360758176,-3786.60622027364,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_5"
8.04787152432247e+37,-2492.19312397385,1545.54466495973,"mouse1_slice102","mouse1_sample2","Other","Astro","Astro_1"
8.04935125645971e+37,223.066149521087,-2786.25761438412,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_1"
8.05070557370217e+37,4119.9906331955,2936.5494097041,"mouse1_slice91","mouse1_sample2","GABAergic","Sst","Sst_2"
8.05586576115267e+37,2989.51961539318,2008.46990140579,"mouse1_slice91","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_2"
8.05638955844183e+37,1148.63339673693,-2134.65804507816,"mouse1_slice71","mouse1_sample2","GABAergic","Sst","Sst_3"
8.05656974890524e+37,947.325378742486,-1788.79014402189,"mouse1_slice71","mouse1_sample2","Other","SMC","SMC"
8.05771206320052e+37,NA,NA,"mouse1_slice81","mouse1_sample2","Other","Micro","Micro_1"
8.05779186428749e+37,3274.67873082018,1875.0509324144,"mouse1_slice91","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_3"
8.05913570003911e+37,4835.86320871841,-4313.71068809327,"mouse1_slice81","mouse1_sample2","Other","Endo","Endo"
8.06038000563475e+37,-1369.046636253,2933.18414242088,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_3"
8.06281758869122e+37,4683.85531192444,-3683.41250706831,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
8.0637954424996e+37,3671.1263994536,3113.91332165357,"mouse1_slice91","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
8.06398075085314e+37,1433.36505575795,-2253.60596861909,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
8.06509632573122e+37,5935.72786997615,-3267.39948847924,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_2"
8.06526249144052e+37,6246.38969445646,-3985.64204817983,"mouse1_slice81","mouse1_sample2","Other","Astro","Astro_1"
8.06659712333814e+37,3833.55482273857,2133.36915648179,"mouse1_slice91","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
8.06729797538181e+37,1123.59657867748,-2225.08210758442,"mouse1_slice71","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
8.06951744168451e+37,945.851036213533,-2070.38900427523,"mouse1_slice71","mouse1_sample2","Other","Micro","Micro_1"
8.07018057145843e+37,3621.98596173659,2830.13529135908,"mouse1_slice91","mouse1_sample2","Other","OPC","OPC"
8.0717848979039e+37,692.257448559774,-2530.40659035313,"mouse1_slice71","mouse1_sample2","GABAergic","Sst","Sst_2"
8.07521562583204e+37,4008.89658322403,1761.18173399007,"mouse1_slice91","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
8.07537617124569e+37,-5677.07543032255,-2806.58393680958,"mouse1_slice62","mouse1_sample2","GABAergic","Pvalb","Pvalb_1"
8.07776452233119e+37,-5143.70584642213,-3764.35465539555,"mouse1_slice62","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_1"
8.07788168083325e+37,793.930374777078,-2544.23392948543,"mouse1_slice71","mouse1_sample2","GABAergic","Sst","Sst_Chodl"
8.08081447512241e+37,2413.67614368018,-2759.81493657981,"mouse1_slice71","mouse1_sample2","Other","VLMC","VLMC"
8.08155744829607e+37,-2389.95206694502,2021.68389643564,"mouse1_slice102","mouse1_sample2","Other","Micro","Micro_1"
8.08291870790167e+37,3014.27229790636,1788.60683243962,"mouse1_slice91","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_3"
8.08343583727741e+37,1392.29981511661,-2073.54630422461,"mouse1_slice71","mouse1_sample2","Other","Endo","Endo"
8.08441188870965e+37,1405.23236866945,-3536.83802998831,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_1"
8.08472425557159e+37,4837.25409922607,-4130.32201806852,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
8.08591267703503e+37,-5793.7276364258,-4661.4096797428,"mouse1_slice62","mouse1_sample2","Other","Micro","Micro_2"
8.08639820917179e+37,6082.64781837442,-4080.83623956014,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
8.08790498775507e+37,3909.06831808088,2701.38425887938,"mouse1_slice91","mouse1_sample2","Other","OPC","OPC"
8.09182513329764e+37,3648.12041663521,1855.51456369381,"mouse1_slice91","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
8.09298879459239e+37,1353.99089895775,-3784.5301845312,"mouse1_slice71","mouse1_sample2","Glutamatergic","L5/6 NP","L56_NP_2"
8.09409027436643e+37,1255.28572510272,-2965.44115728987,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_6"
8.09460940188173e+37,-1437.81889607545,2503.80172889961,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
8.09485121892962e+37,649.246404647118,-3557.7945576919,"mouse1_slice71","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_4"
8.09728069951947e+37,NA,NA,"mouse1_slice102","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_2"
8.09728982291053e+37,4804.01454071044,-3486.1370342201,"mouse1_slice81","mouse1_sample2","Other","Oligo","Oligo_1"
8.09751623637037e+37,NA,NA,"mouse1_slice81","mouse1_sample2","GABAergic","Sst","Sst_2"
8.09940189447348e+37,-3991.18872172889,2254.15495195451,"mouse1_slice102","mouse1_sample2","Glutamatergic","L5/6 NP","L56_NP_2"
8.10368883452779e+37,2393.12789251584,1688.98981656543,"mouse1_slice91","mouse1_sample2","Other","OPC","OPC"
8.10602622826328e+37,5123.01409803966,-3507.48938356671,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_1"
8.10679114936491e+37,2987.2162084569,2484.30089709032,"mouse1_slice91","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_1"
8.10783509624603e+37,-4169.09418876147,-4227.84622453009,"mouse1_slice62","mouse1_sample2","Other","Endo","Endo"
8.11065186909714e+37,-2712.52755625996,2956.22988400229,"mouse1_slice102","mouse1_sample2","Other","Oligo","Oligo_1"
8.11208981289194e+37,-5409.49060763824,-3284.21351634541,"mouse1_slice62","mouse1_sample2","Other","Peri","Peri"
8.11604867921714e+37,4010.26766739251,2226.42392241736,"mouse1_slice91","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_2"
8.11716169123172e+37,-4599.39608622814,-3928.01504586274,"mouse1_slice62","mouse1_sample2","GABAergic","Lamp5","Lamp5_1"
8.11730485102972e+37,6074.30645586283,-3656.63794136764,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 IT Car3","L6_IT_Car3"
8.11734682250617e+37,5215.07280302751,-3891.67047404968,"mouse1_slice81","mouse1_sample2","Other","Peri","Peri"
8.11865527597374e+37,4561.46018892431,-4498.36263137995,"mouse1_slice81","mouse1_sample2","Other","Micro","Micro_1"
8.11906850850048e+37,3246.70406747123,2438.87107752734,"mouse1_slice91","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_6"
8.11916370900846e+37,2301.86286999064,-3311.26631310262,"mouse1_slice71","mouse1_sample2","Other","Astro","Astro_2"
8.11939602043692e+37,-2588.30019311624,2926.34303612992,"mouse1_slice102","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_3"
8.12025348235435e+37,1263.15169826677,-3640.68237635907,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_4"
8.12689692862788e+37,-4620.17119235945,-4696.22496733933,"mouse1_slice62","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_3"
8.12745095916081e+37,-3665.49143180166,1336.89580914178,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
8.12761106073499e+37,3797.24451030268,1590.17647103741,"mouse1_slice91","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
8.12780879209827e+37,3830.45033743591,2655.10245584937,"mouse1_slice91","mouse1_sample2","Other","Astro","Astro_1"
8.1299919968747e+37,-5005.229691283,-3539.03622329564,"mouse1_slice62","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
8.13068288754372e+37,6396.04619493964,-3415.08886313026,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_4"
8.13144392019782e+37,-1863.93481722637,2899.34439214566,"mouse1_slice102","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
8.13328340209453e+37,5106.06987944454,-3978.98590681155,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_1"
8.13422452981572e+37,5178.18265701718,-3570.79154679658,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_1"
8.13523487905845e+37,-2262.88030294717,1588.20918715391,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
8.13532072551862e+37,5369.46839866619,-4247.0180319689,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_3"
8.13923261345082e+37,584.228989612784,-2267.13194533165,"mouse1_slice71","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_3"
8.13994978327975e+37,5859.76491157339,-2961.83517424051,"mouse1_slice81","mouse1_sample2","Other","Micro","Micro_1"
8.14154962243932e+37,-2978.17457321376,2202.60439186819,"mouse1_slice102","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_6"
8.14418833372096e+37,1795.0594503248,-2626.28558813449,"mouse1_slice71","mouse1_sample2","Other","Astro","Astro_1"
8.14756588139206e+37,-5852.35973573109,-3170.34114688996,"mouse1_slice62","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_1"
8.14931245345791e+37,765.979699027314,-3302.44640649987,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_1"
8.15178416841588e+37,5371.82631877307,-2959.47196099672,"mouse1_slice81","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
8.15499068301143e+37,1361.8552636399,-3043.7989581479,"mouse1_slice71","mouse1_sample2","Other","Endo","Endo"
8.15548780350381e+37,5427.02420772329,-3012.18719315004,"mouse1_slice81","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_1"
8.16145211194955e+37,-1494.42467549568,2220.80773468519,"mouse1_slice102","mouse1_sample2","Other","VLMC","VLMC"
8.16187150764214e+37,-2672.0365479683,1481.44828397071,"mouse1_slice102","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
8.16368356478595e+37,-5358.56922082297,-4451.02586133223,"mouse1_slice62","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_2"
8.16439578366035e+37,-5152.71154779044,-3413.6471546379,"mouse1_slice62","mouse1_sample2","Glutamatergic","L4/5 IT","L45_IT_5"
8.16599195318943e+37,4438.57459494336,1988.55161409264,"mouse1_slice91","mouse1_sample2","Other","Astro","Astro_1"
8.16634832711868e+37,1975.73475565365,-3521.29903218075,"mouse1_slice71","mouse1_sample2","Other","PVM","PVM"
8.16690656618667e+37,-3669.60944895045,2737.39527399597,"mouse1_slice102","mouse1_sample2","Other","Oligo","Oligo_1"
8.16709506113847e+37,NA,NA,"mouse1_slice91","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_2"
8.16757679579914e+37,-5421.82169216513,-3465.45104519801,"mouse1_slice62","mouse1_sample2","Glutamatergic","L6b","L6b_1"
8.16764012440332e+37,5540.84724248819,-3386.68346629668,"mouse1_slice81","mouse1_sample2","Other","Astro","Astro_1"
8.16772120650218e+37,-4516.05371018077,-3292.74394272902,"mouse1_slice62","mouse1_sample2","Other","Astro","Astro_1"
8.16856168085367e+37,-2688.79528617834,2910.88443218981,"mouse1_slice102","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_1"
8.16989658973674e+37,3501.03960489013,2495.85045066788,"mouse1_slice91","mouse1_sample2","GABAergic","Vip","Vip_4"
8.17085964243105e+37,607.731239423202,-1936.17337511466,"mouse1_slice71","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
8.17315126354285e+37,6176.16078918195,-2573.87257852744,"mouse1_slice81","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
8.17408606883588e+37,3316.8653856425,2703.18611902733,"mouse1_slice91","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
8.17444377239434e+37,5932.41707964872,-3416.07805088328,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_5"
8.17954285627734e+37,758.974402349236,-1582.8807459035,"mouse1_slice71","mouse1_sample2","Other","VLMC","VLMC"
8.17998419273041e+37,3930.04204798778,1932.88830963799,"mouse1_slice91","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_4"
8.18131228448756e+37,5279.52605714395,-3231.63412587593,"mouse1_slice81","mouse1_sample2","Other","Endo","Endo"
8.18133237123457e+37,-2235.66111783722,2805.41746282243,"mouse1_slice102","mouse1_sample2","Other","Endo","Endo"
8.18284727443320e+37,382.728270299244,-3736.48989320565,"mouse1_slice71","mouse1_sample2","Glutamatergic","L5/6 NP","L56_NP_2"
8.18292592579544e+37,637.000790132853,-2172.96509626929,"mouse1_slice71","mouse1_sample2","Other","Astro","Astro_1"
8.18317010434586e+37,1251.43182923311,-2922.52993781245,"mouse1_slice71","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_1"
8.18596609203077e+37,6170.3518972719,-3610.37074641963,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_3"
8.18605318841699e+37,6425.89497616517,-3249.14864738176,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_4"
8.1861647070608e+37,1411.18012244309,-3689.94097443018,"mouse1_slice71","mouse1_sample2","Other","Peri","Peri"
8.18638911037682e+37,-5749.30437712669,-2672.96825452034,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
8.1869562117266e+37,NA,NA,"mouse1_slice102","mouse1_sample2","Other","Oligo","Oligo_1"
8.19106324621865e+37,-5240.60201892577,-4705.40605027761,"mouse1_slice62","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_2"
8.19169114918351e+37,4491.65355767924,-4324.27030907375,"mouse1_slice81","mouse1_sample2","Other","Endo","Endo"
8.19428326510228e+37,5663.81391759659,-3091.09138918972,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_2"
8.19475413721702e+37,-2209.43596832549,2294.44361167352,"mouse1_slice102","mouse1_sample2","Other","Micro","Micro_1"
8.1968524596237e+37,-4375.13846978804,-4004.94145257708,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_1"
8.19828013838259e+37,NA,NA,"mouse1_slice102","mouse1_sample2","Other","Micro","Micro_1"
8.1985203376723e+37,3433.33251981922,1799.3924449425,"mouse1_slice91","mouse1_sample2","Other","Endo","Endo"
8.19969258260513e+37,-3624.04117845475,1185.1815280853,"mouse1_slice102","mouse1_sample2","Other","OPC","OPC"
8.20060815701343e+37,5623.60587200624,-3267.77313671031,"mouse1_slice81","mouse1_sample2","Glutamatergic","L5 IT","L5_IT_2"
8.20109821124554e+37,2216.00362657459,-2902.16799040802,"mouse1_slice71","mouse1_sample2","GABAergic","Sncg","Sncg_2"
8.2037377372339e+37,3342.84159571734,2475.40037846878,"mouse1_slice91","mouse1_sample2","Other","Peri","Peri"
8.20393476768908e+37,3618.42376983759,2054.39409627141,"mouse1_slice91","mouse1_sample2","Glutamatergic","L5 ET","L5_ET_1"
8.20407365863207e+37,5238.75574520552,-3216.71678250279,"mouse1_slice81","mouse1_sample2","Other","Astro","Astro_1"
8.20608672822863e+37,6101.76808014754,-3450.56529536591,"mouse1_slice81","mouse1_sample2","Glutamatergic","L6 CT","L6_CT_4"
8.20659084426105e+37,NA,NA,"mouse1_slice91","mouse1_sample2","Glutamatergic","L6 IT","L6_IT_3"
8.20663042315822e+37,6067.2620592416,-3440.6566409904,"mouse1_slice81","mouse1_sample2","Other","Endo","Endo"
8.20899878186546e+37,-5303.7546896962,-2864.47089034034,"mouse1_slice62","mouse1_sample2","Glutamatergic","L2/3 IT","L23_IT_3"
